https://www.youtube.com/watch?v=6TNrEaxVzaU	Nightwish - Taikatalvi
https://www.youtube.com/watch?v=SknOZR8ctG0	Nightwish - Storytime
https://www.youtube.com/watch?v=l6TgVsgTW7I	Nightwish - Ghost River
https://www.youtube.com/watch?v=t6l4H689FtM	Nightwish - Slow, Love, Slow
https://www.youtube.com/watch?v=LaGyduQBh7M	Nightwish - I Want My Tears Back
https://www.youtube.com/watch?v=6O8ASywKSC8	Nightwish - Scaretale
https://www.youtube.com/watch?v=4LeXQWmm30k	Nightwish - Arabesque
https://www.youtube.com/watch?v=DJS5g4-p3K4	Nightwish - Turn Loose The Mermaids
https://www.youtube.com/watch?v=C1NIbHsXCws	Nightwish - Rest Calm
https://www.youtube.com/watch?v=Upt8_tPYIl0	Nightwish - The Crow, The Owl And The Dove
https://www.youtube.com/watch?v=ukDEYRXoH2g	Nightwish - Last Ride Of The Day 
https://www.youtube.com/watch?v=Eoa1lQmq6lI	Nightwish - Song Of Myself
https://www.youtube.com/watch?v=1VyJ2OabFgs	Nightwish - Imaginaerum




